Filepath,Color_1,Confidence_1
logos/mazda-autohaus-torp-wilhelmshaven.de.png,"(101, 100, 101)",1.0
logos/inductothermhw.com.png,"(249, 239, 236)",1.0
logos/miniso.nc.png,"(241, 167, 163)",1.0
logos/mitsubishi-motors.com.om.png,"(154, 92, 95)",1.0
logos/mazda-autohaus-boehme-lutherstadt-wittenberg.de.png,"(101, 100, 101)",1.0
logos/spitexgossau.ch.png,"(9, 92, 92)",1.0
logos/daikinitalyshop.it.png,"(57, 144, 172)",1.0
logos/h2oinnovation.mx.png,"(248, 249, 250)",1.0
logos/kia-guadeloupe.com.png,"(233, 234, 235)",1.0
logos/warmupdeutschland.de.png,"(248, 232, 233)",1.0
logos/toyotaefe.com.tr.png,"(217, 218, 219)",1.0
logos/roca.co.th.png,"(178, 179, 179)",1.0
logos/cdviberica.com.png,"(227, 234, 239)",1.0
logos/wwf.ro.png,"(244, 244, 244)",1.0
logos/howdenoze.pl.png,"(174, 184, 197)",1.0
logos/toyota.com.co.png,"(238, 230, 231)",1.0
logos/aamcoredlandsca.com.png,"(97, 81, 111)",1.0
logos/kia.co.sz.png,"(252, 252, 252)",1.0
logos/toyotaquezonavenue.com.ph.png,"(165, 151, 133)",1.0
logos/daikinqatar.com.png,"(238, 248, 252)",1.0
logos/abilways.be.png,"(42, 156, 174)",1.0
logos/julis-sachsenanhalt.de.png,"(156, 174, 122)",1.0
logos/saint-gobain-glass.co.uk.png,"(240, 235, 230)",1.0
logos/shimadzu-la.com.png,"(254, 113, 113)",1.0
logos/duracell-me.com.png,"(236, 233, 231)",1.0
logos/wedos.com.jpg,"(210, 216, 234)",1.0
logos/ubicast.tv.png,"(104, 132, 212)",1.0
logos/decathlon.cz.png,"(68, 156, 203)",1.0
logos/menschenfuermenschen.at.png,"(16, 129, 194)",1.0
logos/spitexrontalplus.ch.png,"(9, 92, 92)",1.0
logos/nexi.hr.png,"(63, 67, 175)",1.0
logos/kia-car-center-wismar.de.jpg,"(238, 239, 240)",1.0
logos/howdenoze.pl.jpg,"(177, 187, 200)",1.0
logos/bbraun.co.uk.png,"(0, 138, 100)",1.0
logos/nutriciababy.be.png,"(202, 178, 170)",1.0
logos/ymcawaycross.com.png,"(0, 153, 160)",1.0
logos/jscosccha.com.png,"(12, 63, 120)",1.0
logos/pilotpen.eu.png,"(31, 119, 254)",1.0
logos/kia-car-center-wismar.de.png,"(237, 238, 239)",1.0
logos/aamcomanassasva.com.png,"(118, 109, 134)",1.0
logos/culligangrandisland.com.png,"(70, 121, 242)",1.0
logos/mazdaofportcharlotte.com.png,"(211, 211, 211)",1.0
logos/funiber.fr.png,"(210, 226, 235)",1.0
logos/starkey.co.kr.png,"(84, 76, 36)",1.0
logos/chicco.com.tw.png,"(103, 110, 162)",1.0
logos/wedos.com.png,"(210, 216, 233)",1.0
logos/kia.pt.png,"(18, 32, 42)",1.0
logos/isover.cz.png,"(251, 244, 216)",1.0
logos/ymcachicago.org.png,"(214, 226, 241)",1.0
logos/reedglobal.com.tr.png,"(170, 178, 196)",1.0
logos/idealindustries.cn.png,"(123, 138, 144)",1.0
logos/pingusenglish.vn.png,"(221, 234, 240)",1.0
logos/metlife.com.ar.png,"(192, 218, 213)",1.0
logos/toyota-rillieux.fr.png,"(199, 200, 201)",1.0
logos/gulfoilchina.com.png,"(187, 140, 132)",1.0
logos/airbnb.be.png,"(254, 113, 117)",1.0
logos/aamcohagerstownmd.com.png,"(118, 109, 134)",1.0
logos/greatplacetowork.com.py.png,"(251, 60, 76)",1.0
logos/mercyships.de.png,"(33, 66, 119)",1.0
logos/amnesty.org.ph.png,"(249, 249, 249)",1.0
logos/daikin-china.com.cn.png,"(67, 146, 179)",1.0
logos/airbnb.ca.png,"(254, 113, 117)",1.0
logos/childrenandteendentalfl.com.png,"(225, 223, 230)",1.0
logos/medef-seine-estuaire.fr.png,"(169, 156, 197)",1.0
logos/besins-healthcare.com.mx.png,"(72, 145, 189)",1.0
logos/toysrus.pt.png,"(62, 128, 185)",1.0
logos/culligantoledo.com.png,"(66, 168, 210)",1.0
logos/intersport-crestvoland.com.png,"(61, 48, 115)",1.0
logos/medef-htcis.com.png,"(170, 157, 198)",1.0
logos/stoag.ch.png,"(248, 245, 231)",1.0
logos/anadolumedicalcenter.al.png,"(60, 182, 237)",1.0
logos/pragroup.se.png,"(83, 128, 107)",1.0
logos/modshair-koeln-city.de.png,"(220, 36, 27)",1.0
logos/melgarcases.com.png,"(212, 226, 244)",1.0
logos/trakm8.cz.png,"(241, 248, 247)",1.0
logos/tbwa.co.nz.png,"(251, 201, 2)",1.0
logos/aamcoscottsdaleroad.com.png,"(118, 109, 134)",1.0
logos/bizfilings.com.png,"(226, 237, 230)",1.0
logos/rexel.it.png,"(215, 223, 235)",1.0
logos/aamcoabingtonpa.com.png,"(118, 109, 134)",1.0
logos/soneparthailand.com.png,"(234, 247, 252)",1.0
logos/xwiftracingevents.be.png,"(215, 202, 202)",1.0
logos/brother.cn.png,"(28, 73, 207)",1.0
logos/sprachschule-aktiv-basel.ch.png,"(250, 249, 248)",1.0
logos/pilotpen.com.au.png,"(232, 240, 246)",1.0
logos/wurth.lk.png,"(235, 229, 222)",1.0
logos/aamcoanaheim.net.png,"(118, 109, 134)",1.0
logos/ecochillers.net.png,"(17, 36, 25)",1.0
logos/mazda.com.tr.png,"(36, 36, 36)",1.0
logos/aamcodovernj.com.png,"(118, 109, 134)",1.0
logos/pkfea.com.png,"(214, 226, 238)",1.0
logos/toyota.com.la.png,"(205, 205, 205)",1.0
logos/cinnabon.com.tr.png,"(22, 22, 22)",1.0
logos/honda.com.hk.png,"(240, 181, 181)",1.0
logos/flashbay.no.png,"(225, 184, 192)",1.0
logos/kiamarin.com.png,"(3, 16, 25)",1.0
logos/culliganromeo.com.png,"(66, 168, 210)",1.0
logos/linde-finance.com.png,"(19, 104, 155)",1.0
logos/metlife.com.tr.png,"(192, 218, 213)",1.0
logos/mazda-autohaus-roeser-grossmaischeid.de.png,"(124, 123, 124)",1.0
logos/bbraun.com.vn.png,"(202, 239, 229)",1.0
logos/infiniti.com.do.png,"(28, 25, 26)",1.0
logos/mazdaoflodi.com.png,"(133, 134, 134)",1.0
logos/mazdaofnorthmiami.com.png,"(223, 223, 223)",1.0
logos/adeccome.com.png,"(219, 49, 37)",1.0
logos/isover.ua.png,"(170, 141, 12)",1.0
logos/ccusa.co.nz.png,"(245, 248, 241)",1.0
logos/bestdrive.pl.png,"(153, 101, 15)",1.0
logos/inductotherm.com.au.png,"(207, 129, 112)",1.0
logos/spie-wirliebenkabel.de.png,"(239, 235, 239)",1.0
logos/habitatbroward.org.png,"(46, 188, 221)",1.0
logos/vbh.hr.png,"(74, 158, 106)",1.0
logos/kind-der-stadt.at.png,"(247, 247, 247)",1.0
logos/sto-sea.com.png,"(251, 248, 232)",1.0
logos/bakertilly.lu.png,"(237, 238, 238)",1.0
logos/mazda-autohaus-fenzl-hauzenberg.de.png,"(101, 100, 101)",1.0
logos/intersport.sk.png,"(60, 45, 106)",1.0
logos/spitex-muellheim.ch.png,"(9, 92, 92)",1.0
logos/aonhewitt.com.cy.png,"(227, 36, 51)",1.0
logos/bbraun.ru.png,"(203, 239, 229)",1.0
logos/wurth.co.ke.png,"(238, 234, 233)",1.0
logos/worldvision.al.png,"(253, 115, 19)",1.0
logos/customneon.com.au.png,"(86, 68, 246)",1.0
logos/aamcowestpalmbeach.com.png,"(118, 109, 134)",1.0
logos/hertzhn.com.png,"(207, 198, 154)",1.0
logos/aamcoclaymontde.com.png,"(118, 109, 134)",1.0
logos/ringcontainers.co.uk.png,"(199, 210, 227)",1.0
logos/movingstarsinc.com.png,"(153, 163, 163)",1.0
logos/reedglobal.bg.png,"(34, 45, 100)",1.0
logos/medef79.fr.png,"(169, 156, 197)",1.0
logos/ardex.eu.png,"(237, 237, 237)",1.0
logos/murrelektronik.sk.png,"(97, 200, 97)",1.0
logos/analytik-jena.ru.png,"(248, 242, 242)",1.0
logos/kiaofbillings.com.png,"(0, 0, 25)",1.0
logos/duracell.in.png,"(236, 233, 231)",1.0
logos/catsprotectionshop.co.uk.png,"(224, 183, 22)",1.0
logos/axa.com.br.png,"(44, 38, 154)",1.0
logos/wurth-international.com.cn.png,"(243, 240, 240)",1.0
logos/murrelektronik.ro.png,"(97, 200, 97)",1.0
logos/solatube.com.cn.png,"(248, 251, 252)",1.0
logos/apolloclinicguwahati.co.in.png,"(236, 242, 242)",1.0
logos/bimedasuramerica.com.png,"(209, 36, 58)",1.0
logos/unitecnica-us.com.png,"(7, 56, 130)",1.0
logos/garminstore.com.br.png,"(171, 171, 171)",1.0
logos/saint-gobain.ru.png,"(118, 27, 37)",1.0
logos/aamcoelcajon.com.png,"(118, 109, 134)",1.0
logos/wuerth.co.th.png,"(250, 244, 244)",1.0
logos/africell.ao.png,"(245, 234, 241)",1.0
logos/aamconewwindsor.com.png,"(118, 109, 134)",1.0
logos/foxinaboxbrisbane.com.png,"(236, 115, 12)",1.0
logos/experian.co.uk.png,"(236, 242, 247)",1.0
logos/astrazeneca.ua.png,"(250, 236, 196)",1.0
logos/habitatns.ca.png,"(193, 217, 219)",1.0
logos/invisalign.co.kr.png,"(62, 178, 217)",1.0
logos/martinavenueshops.com.png,"(65, 127, 161)",1.0
logos/kia-crimea.ru.png,"(232, 233, 234)",1.0
logos/ford.pl.ua.png,"(108, 137, 175)",1.0
logos/bauer-egypt.com.png,"(157, 162, 165)",1.0
logos/tchibo.cz.png,"(26, 72, 118)",1.0
logos/mazda-lodz-matsuoka.pl.png,"(42, 39, 45)",1.0
logos/crif.pl.png,"(231, 234, 245)",1.0
logos/bioderma.ec.png,"(248, 248, 248)",1.0
logos/ford.dn.ua.png,"(108, 137, 175)",1.0
logos/subaru.nc.png,"(98, 115, 149)",1.0
logos/kalyanmachines.com.png,"(187, 202, 193)",1.0
logos/mazdabali.co.id.png,"(109, 110, 111)",1.0
logos/desjoyaux.com.cn.png,"(194, 223, 232)",1.0
logos/ebay.fr.png,"(247, 246, 242)",1.0
logos/aamcosuffolkva.com.png,"(118, 109, 134)",1.0
logos/subaru.com.tr.png,"(236, 237, 240)",1.0
logos/msd.es.png,"(226, 241, 240)",1.0
logos/aamcophoenixcentral.com.png,"(118, 109, 134)",1.0
logos/greatplacetowork.ch.png,"(251, 60, 76)",1.0
logos/duracell.pl.png,"(236, 233, 231)",1.0
logos/santillana.com.uy.png,"(218, 202, 188)",1.0
logos/mazda-service-koch-ludwigsfelde.de.png,"(101, 100, 101)",1.0
logos/toyotatokullar.com.tr.png,"(214, 213, 211)",1.0
logos/aamcopinevillenc.com.png,"(166, 124, 143)",1.0
logos/carter-benson.com.png,"(250, 250, 250)",1.0
logos/domcortraffic.ca.png,"(243, 243, 241)",1.0
logos/tensar.com.cn.png,"(220, 223, 224)",1.0
logos/einhell.com.ar.png,"(221, 62, 78)",1.0
logos/amway.com.do.png,"(47, 47, 47)",1.0
logos/yonyou.com.hk.png,"(247, 216, 217)",1.0
logos/shopee.co.th.png,"(251, 213, 206)",1.0
logos/furuno.gr.png,"(244, 246, 250)",1.0
logos/pearsonclinical.com.au.png,"(60, 147, 176)",1.0
logos/daikinczech.cz.png,"(173, 210, 228)",1.0
logos/zkteco.co.za.png,"(243, 245, 241)",1.0
logos/spitex-regiokirchspiel.ch.png,"(9, 92, 92)",1.0
logos/aamcoeastmesa.com.png,"(118, 109, 134)",1.0
logos/analytik-jena.fr.png,"(248, 242, 242)",1.0
logos/aamcofortlauderdale-dixiehwy.com.png,"(161, 121, 139)",1.0
logos/bakertilly.com.ve.png,"(240, 240, 240)",1.0
logos/aamcophilly-frankfordave.com.png,"(118, 109, 134)",1.0
logos/mazda-service-metz-marne.de.png,"(101, 100, 101)",1.0
logos/mazda-autocentrum-engin-holzminden.de.png,"(101, 100, 101)",1.0
logos/orange.sn.png,"(255, 115, 22)",1.0
logos/renault-tessenderlo.be.png,"(203, 203, 203)",1.0
logos/murrelektronik.es.png,"(97, 200, 97)",1.0
logos/mitsubishielectric.se.png,"(237, 231, 231)",1.0
logos/aamcohightstownnj.com.png,"(118, 109, 134)",1.0
logos/lindt.dk.png,"(251, 249, 244)",1.0
logos/hertz.am.png,"(230, 228, 220)",1.0
logos/siiora.org.png,"(238, 245, 247)",1.0
logos/culliganchampaign.com.png,"(150, 180, 254)",1.0
logos/statkraft.com.br.png,"(171, 212, 230)",1.0
logos/remaxcrystal.com.png,"(223, 231, 237)",1.0
logos/sonepar.com.sg.png,"(223, 242, 250)",1.0
logos/julis-mfr.de.png,"(48, 173, 183)",1.0
logos/boschautoparts.com.png,"(143, 154, 167)",1.0
logos/nestle.do.png,"(236, 234, 231)",1.0
logos/engie.nl.png,"(22, 173, 247)",1.0
logos/adecco.com.vn.png,"(238, 60, 47)",1.0
logos/equans.hu.png,"(246, 248, 248)",1.0
logos/mazda.de.png,"(39, 38, 38)",1.0
logos/svnnc.com.png,"(49, 34, 50)",1.0
logos/nordicpharma.it.png,"(236, 242, 239)",1.0
logos/linde-gas.ee.png,"(19, 104, 155)",1.0
logos/bbraun.ph.png,"(202, 239, 229)",1.0
logos/linde-gas.fi.png,"(19, 104, 155)",1.0
logos/kiaofabilene.com.png,"(41, 50, 59)",1.0
logos/intersport.si.png,"(215, 212, 226)",1.0
logos/mazda-autohaus-hansmann-melsungen.de.png,"(101, 100, 101)",1.0
logos/thebodyshop.ee.png,"(0, 43, 35)",1.0
logos/vkf-renzel.cz.png,"(213, 210, 210)",1.0
logos/secureparking.com.lb.png,"(190, 214, 232)",1.0
logos/thebodyshop.fi.png,"(0, 43, 35)",1.0
logos/toyotaaydogan.com.tr.png,"(229, 223, 224)",1.0
logos/starbucks.in.png,"(138, 188, 168)",1.0
logos/medicover.de.png,"(241, 245, 248)",1.0
logos/shimadzumea.com.png,"(249, 93, 94)",1.0
logos/mazda-autohaus-gerhard-figge-waldeck-hoeringhausen.de.png,"(124, 123, 124)",1.0
logos/carglass.ma.png,"(189, 19, 13)",1.0
logos/toyota.ae.png,"(218, 50, 57)",1.0
logos/cdlcampina.org.br.png,"(14, 101, 168)",1.0
logos/attijariwafabank.com.eg.png,"(211, 121, 42)",1.0
logos/medef-seineetmarne.fr.png,"(169, 157, 198)",1.0
logos/mazda-poznan-voyager.pl.png,"(127, 127, 127)",1.0
logos/remax-go.com.ar.png,"(248, 239, 240)",1.0
logos/orange.co.bw.png,"(253, 136, 29)",1.0
logos/einhell.de.png,"(221, 62, 78)",1.0
logos/budget.com.do.png,"(247, 245, 245)",1.0
logos/tts-group.at.jpg,"(121, 158, 197)",1.0
logos/mateco.bg.png,"(252, 228, 229)",1.0
logos/aamcoconyersga.com.png,"(118, 109, 134)",1.0
logos/honda-larochelle.com.png,"(245, 178, 189)",1.0
logos/cfmoto.com.br.png,"(241, 241, 241)",1.0
logos/culliganallegan.com.png,"(150, 180, 254)",1.0
logos/aamcogreensburgpa.com.png,"(207, 186, 195)",1.0
logos/renault.dk.png,"(244, 244, 244)",1.0
logos/aamcobristolpa.com.png,"(118, 109, 134)",1.0
logos/jungheinrich.cn.png,"(245, 185, 1)",1.0
logos/bbraun.com.ar.png,"(202, 239, 229)",1.0
logos/aamcolaurelmd.com.png,"(118, 109, 134)",1.0
logos/aamcobrookfieldwi.com.png,"(118, 109, 134)",1.0
logos/brother.com.pe.png,"(30, 61, 166)",1.0
logos/mazda-autohaus-berlenbach-bergischgladbach.de.png,"(124, 123, 124)",1.0
logos/pkfthailand.asia.png,"(32, 78, 160)",1.0
logos/isover.lv.png,"(253, 242, 197)",1.0
logos/metlife.com.cy.png,"(247, 249, 248)",1.0
logos/tts-group.at.png,"(120, 157, 196)",1.0
logos/pepsico.rs.png,"(247, 248, 250)",1.0
logos/toyotaotojen.com.tr.png,"(217, 218, 219)",1.0
logos/algeco.com.png,"(0, 117, 166)",1.0
logos/siebtechnik-tema.cn.png,"(221, 66, 30)",1.0
logos/stampinup.ca.png,"(180, 224, 215)",1.0
logos/disneychannel.co.za.png,"(18, 61, 173)",1.0
logos/ohb-system.de.png,"(51, 66, 85)",1.0
logos/mazda-autohaus-haeusler-fuerstenfeldbruck.de.png,"(101, 100, 101)",1.0
logos/williamblairfunds.com.png,"(180, 181, 181)",1.0
logos/aamcobakersfield-whiteln.com.png,"(118, 109, 134)",1.0
logos/shimadzu.com.br.png,"(250, 94, 94)",1.0
logos/hansa-flex.be.png,"(251, 245, 246)",1.0
logos/kelloggs.it.png,"(217, 52, 53)",1.0
logos/aamcooflascruces.com.png,"(123, 123, 123)",1.0
logos/aeccglobal.co.th.png,"(240, 239, 244)",1.0
logos/thebodyshop.si.png,"(0, 49, 40)",1.0
logos/kia-telke-badschlema.de.png,"(231, 232, 233)",1.0
logos/spitex-trevalli.ch.png,"(207, 225, 225)",1.0
logos/wwf.es.png,"(246, 246, 246)",1.0
logos/kia-burian-celle.de.jpg,"(238, 239, 240)",1.0
logos/mazda-autohaus-kilger-regen.de.png,"(101, 100, 101)",1.0
logos/deheus.co.in.png,"(213, 233, 231)",1.0
logos/algeco.be.png,"(235, 237, 242)",1.0
logos/remax-pinneberg.de.png,"(127, 67, 89)",1.0
logos/rotary.no.png,"(250, 220, 164)",1.0
logos/pilotpen.it.png,"(29, 109, 179)",1.0
logos/soneparusa.com.png,"(55, 68, 147)",1.0
logos/mazda-autohaus-roessel-birkenau.de.png,"(124, 123, 124)",1.0
logos/veoliawatertechnologies.fr.png,"(241, 165, 143)",1.0
logos/mazda-autohaus-weber-magdeburg.de.png,"(124, 123, 124)",1.0
logos/gjw-bb.de.png,"(210, 226, 173)",1.0
logos/culliganindiana.com.png,"(66, 168, 210)",1.0
logos/misterwhat.nl.png,"(202, 218, 207)",1.0
logos/kia-h-p-schiffweiler.de.png,"(237, 238, 239)",1.0
logos/honda-grenoble.com.png,"(245, 178, 189)",1.0
logos/santanderuniversidades.com.mx.png,"(190, 83, 77)",1.0
logos/whirlpool-bangladesh.com.png,"(51, 73, 100)",1.0
logos/dahmira.kz.png,"(131, 149, 65)",1.0
logos/remax-lueneburg.de.png,"(123, 67, 87)",1.0
logos/daikindevice.cz.png,"(185, 218, 231)",1.0
logos/daikinmalaysia.com.png,"(192, 218, 229)",1.0
logos/hyundai.sn.png,"(238, 241, 244)",1.0
logos/bbraun.com.tr.png,"(202, 239, 229)",1.0
logos/grantthornton.ci.png,"(211, 203, 227)",1.0
logos/kia-h-p-schiffweiler.de.jpg,"(238, 239, 240)",1.0
logos/daikin.com.sg.png,"(191, 228, 244)",1.0
logos/toofacedcosmetics.jp.png,"(238, 203, 206)",1.0
logos/mazda-autohaus-thoss-falkenstein.de.png,"(101, 100, 101)",1.0
logos/aamcomiddletownny.com.png,"(164, 122, 141)",1.0
logos/ibc-solar.jp.png,"(246, 216, 213)",1.0
logos/maxus-norddeutschland.de.png,"(65, 67, 58)",1.0
logos/norauto-empleo.es.png,"(14, 53, 116)",1.0
logos/batistareisfloresonline.com.br.png,"(109, 60, 45)",1.0
logos/kia-burian-celle.de.png,"(237, 238, 239)",1.0
logos/mazda-autohaus-dorner-riedlingen.de.png,"(124, 123, 124)",1.0
logos/europa-union-havelland.de.png,"(12, 112, 70)",1.0
logos/sekulin-allianz.de.png,"(203, 216, 228)",1.0
logos/bakertilly.lv.png,"(237, 238, 238)",1.0
logos/tupperware.fr.png,"(249, 249, 249)",1.0
logos/mazda-autohaus-wilhelm-huellhorst.de.png,"(124, 123, 124)",1.0
logos/linde-gas.es.png,"(19, 104, 155)",1.0
logos/canonburgos.com.png,"(136, 67, 65)",1.0
logos/skybusiness.co.nz.png,"(33, 156, 179)",1.0
logos/canon.com.br.png,"(250, 236, 236)",1.0
logos/wurth.com.do.png,"(243, 238, 238)",1.0
logos/airbnb.com.co.png,"(254, 113, 117)",1.0
logos/viessmann.ua.png,"(254, 67, 30)",1.0
logos/einhell.com.tr.png,"(221, 62, 78)",1.0
logos/bbraun.se.png,"(202, 239, 229)",1.0
logos/gs1.dk.png,"(232, 234, 239)",1.0
logos/benlomondinc.com.png,"(250, 250, 251)",1.0
logos/savethechildren.ca.png,"(247, 240, 240)",1.0
logos/engieresources.com.png,"(235, 248, 253)",1.0
logos/nordicpharma.de.png,"(18, 105, 51)",1.0
logos/veolia.be.png,"(252, 162, 162)",1.0
logos/kia-moeller-wunstorf.de.png,"(237, 238, 239)",1.0
logos/dairyqueenobx.com.png,"(224, 143, 143)",1.0
logos/jungheinrich.com.br.png,"(234, 214, 215)",1.0
logos/sixty8.ro.png,"(149, 129, 132)",1.0
logos/aiesecaustralia.org.png,"(39, 144, 244)",1.0
logos/aamcobloomfield.com.png,"(161, 121, 139)",1.0
logos/ardex.de.png,"(192, 192, 192)",1.0
logos/hertz-tilburg.nl.png,"(198, 185, 21)",1.0
logos/vbh.de.png,"(44, 147, 97)",1.0
logos/veolia.ca.png,"(247, 175, 178)",1.0
logos/intersport.hu.png,"(189, 182, 206)",1.0
logos/julis-bayern.de.png,"(234, 236, 224)",1.0
logos/spitex-wasseramt.ch.png,"(9, 92, 92)",1.0
logos/hyundaigatineau.ca.png,"(204, 212, 224)",1.0
logos/aamcoutah.com.png,"(228, 215, 221)",1.0
logos/pkf.com.cy.png,"(239, 241, 243)",1.0
logos/renaultcoatzacoalcos.com.mx.png,"(216, 216, 216)",1.0
logos/cdvi.ch.png,"(238, 240, 243)",1.0
logos/mazda-rzeszow-czach.pl.png,"(126, 125, 125)",1.0
logos/seqens.fi.png,"(17, 81, 116)",1.0
logos/nissanofgardencity.com.png,"(186, 70, 101)",1.0
logos/murrelektronik.fi.png,"(97, 200, 97)",1.0
logos/faacentrancesolutions.be.png,"(62, 97, 112)",1.0
logos/honda-mulhouse.com.png,"(245, 178, 189)",1.0
logos/bioderma.it.png,"(202, 214, 225)",1.0
logos/culliganofofallon.com.png,"(150, 180, 254)",1.0
logos/intersport.fi.png,"(204, 206, 219)",1.0
logos/kia-moeller-wunstorf.de.jpg,"(238, 239, 240)",1.0
logos/globalconnect.dk.png,"(65, 229, 218)",1.0
logos/storisell.com.png,"(240, 86, 111)",1.0
logos/aamcosantaclaritaca.com.png,"(161, 121, 139)",1.0
logos/aeccglobal.sg.png,"(231, 224, 223)",1.0
logos/murrelektronik.hu.png,"(97, 200, 97)",1.0
logos/greatplacetowork.at.png,"(251, 59, 72)",1.0
logos/fmlogistic.com.br.png,"(241, 201, 200)",1.0
logos/airbnb.com.vn.png,"(254, 113, 117)",1.0
logos/lamborghini-stuttgart.com.png,"(249, 249, 248)",1.0
logos/edenred.cl.png,"(245, 179, 175)",1.0
logos/trisa.bg.png,"(63, 76, 146)",1.0
logos/mitsubishielectric-printing.com.png,"(246, 242, 243)",1.0
logos/despec.eu.png,"(226, 215, 213)",1.0
logos/manpowergroup.com.sg.png,"(241, 240, 242)",1.0
logos/wingarc.com.au.png,"(248, 246, 246)",1.0
logos/subarumidlandodessa.com.png,"(144, 160, 180)",1.0
logos/fleishmanhillard.co.id.png,"(243, 245, 246)",1.0
logos/komoder.com.png,"(254, 215, 207)",1.0
logos/victorsport.com.tw.png,"(39, 73, 147)",1.0
logos/hertz-autopujcovna.cz.png,"(226, 224, 214)",1.0
logos/culliganjanesville.com.png,"(66, 168, 210)",1.0
logos/bees-sport.nl.png,"(146, 126, 79)",1.0
logos/servier.pl.png,"(236, 229, 233)",1.0
logos/santanderconsumer.fi.png,"(239, 58, 58)",1.0
logos/kiaofpa.com.png,"(208, 130, 46)",1.0
logos/mazda-autohaus-lotspeich-muenchen.de.png,"(124, 123, 124)",1.0
logos/intersport-arvieux.com.png,"(211, 208, 224)",1.0
logos/zkteco.me.png,"(124, 188, 72)",1.0
logos/toyotamacau.com.png,"(175, 12, 26)",1.0
logos/orange.sk.png,"(247, 130, 26)",1.0
logos/culliganofpeoria.com.png,"(66, 168, 210)",1.0
logos/mazda.si.png,"(239, 239, 239)",1.0
logos/culligansouthwest.com.png,"(157, 95, 98)",1.0
logos/johnsmedley.jp.png,"(19, 17, 14)",1.0
logos/aamcoroslindalema.com.png,"(161, 121, 139)",1.0
logos/pkflesotho.com.png,"(198, 214, 229)",1.0
logos/zalando.dk.png,"(254, 224, 212)",1.0
logos/servier.gr.png,"(234, 226, 231)",1.0
logos/savethechildren.mn.png,"(242, 226, 225)",1.0
logos/nobleprog.com.ng.png,"(242, 247, 250)",1.0
logos/veolia.am.png,"(247, 161, 157)",1.0
logos/mitsubishi-motors.at.png,"(239, 226, 227)",1.0
logos/yvesrocher.com.tr.png,"(207, 211, 166)",1.0
logos/mazda.es.png,"(166, 166, 166)",1.0
logos/repsol.us.png,"(242, 235, 230)",1.0
logos/pirtek.at.png,"(74, 43, 98)",1.0
logos/shimadzu-rika.co.jp.png,"(247, 245, 245)",1.0
logos/vbh.hu.png,"(77, 159, 109)",1.0
logos/freseniuskidneycare.com.png,"(224, 230, 242)",1.0
